DEPARTAMEN,PROVINCIA,DISTRITO,min,max,mean,count,std,percentile_10,percentile_90,range,riesgo_friaje
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,10.830574989318848,17.23140525817871,13.26989288330078,10,1.8160402507568,,,,Bajo
CAJAMARCA,CUTERVO,SOCOTA,9.220162391662598,12.870980262756348,11.285514831542969,12,1.0250589840360231,,,,Bajo
AMAZONAS,LUYA,INGUILPATA,8.842692375183105,14.40959644317627,11.053014119466146,12,1.6085967981460059,,,,Bajo
AMAZONAS,CHACHAPOYAS,HUANCAS,12.229580879211426,14.18925952911377,13.197344970703124,5,0.6799652985899469,,,,Bajo
SAN MARTIN,SAN MARTIN,PAPAPLAYA,22.10362434387207,22.482229232788086,22.36994086371528,54,0.09553007101716954,,,,Bajo
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,6.575075149536133,18.124361038208008,12.288793149201766,46,3.074211718416253,,,,Bajo
SAN MARTIN,LAMAS,PINTO RECODO,15.602745056152344,21.172813415527344,18.371245513091218,37,1.2748038419945709,,,,Bajo
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,17.542789459228516,19.667631149291992,19.086399623325892,35,0.5020623124155863,,,,Bajo
CAJAMARCA,CUTERVO,SANTO TOMAS,10.491168022155762,19.840429306030273,15.299696978400736,17,2.8457533989496424,,,,Bajo
AMAZONAS,CHACHAPOYAS,CHILIQUIN,9.482246398925781,12.857029914855957,10.895336151123047,12,1.0756829568435409,,,,Bajo
AMAZONAS,BONGARA,CHURUJA,13.325703620910645,15.761261940002441,14.423184394836426,4,0.9360887435131761,,,,Bajo
SAN MARTIN,RIOJA,RIOJA,14.214638710021973,19.465164184570312,18.116127014160156,14,1.4223090888155732,,,,Bajo
LAMBAYEQUE,FERREÑAFE,CAÑARIS,6.952751636505127,17.12482261657715,10.908692859468006,21,2.513116009023139,,,,Bajo
CAJAMARCA,CUTERVO,PIMPINGOS,11.664283752441406,17.466352462768555,15.54229971078726,13,1.5552782270199337,,,,Bajo
SAN MARTIN,MOYOBAMBA,CALZADA,18.97745704650879,19.389278411865234,19.202857971191406,10,0.12486192786966345,,,,Bajo
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,11.798148155212402,19.465164184570312,16.225557963053387,12,2.552202841289564,,,,Bajo
SAN MARTIN,LAMAS,CAYNARACHI,18.077266693115234,22.998430252075195,21.47747605846774,62,1.2889432663232012,,,,Bajo
AMAZONAS,UTCUBAMBA,LONYA GRANDE,11.785752296447754,19.063589096069336,15.47142167524858,22,2.194805400787645,,,,Bajo
AMAZONAS,BONGARA,SAN CARLOS,9.859993934631348,15.761261940002441,12.797045135498047,10,2.14671540329383,,,,Bajo
LORETO,REQUENA,ALTO TAPICHE,21.23670768737793,22.86237144470215,22.23446189751059,354,0.3757271130036488,,,,Bajo
AMAZONAS,CHACHAPOYAS,ASUNCION,9.482246398925781,12.676739692687988,10.66778310139974,6,1.0539385859693646,,,,Bajo
AMAZONAS,CHACHAPOYAS,OLLEROS,7.469316005706787,12.676739692687988,9.78359146118164,10,1.5401993283125444,,,,Bajo
SAN MARTIN,RIOJA,POSIC,19.042814254760742,19.530710220336914,19.29978790283203,5,0.20350587579403534,,,,Bajo
AMAZONAS,UTCUBAMBA,YAMON,12.750171661376953,19.840429306030273,16.054595947265625,13,2.7135004800902034,,,,Bajo
AMAZONAS,CONDORCANQUI,NIEVA,16.41763687133789,23.155858993530273,21.419279977176966,178,1.542136975420269,,,,Bajo
LORETO,DATEM DEL MARAÑON,MANSERICHE,18.157014846801758,23.357276916503906,22.093639897365197,153,1.2705330151272498,,,,Bajo
LORETO,MARISCAL RAMON CASTILLA,YAVARI,22.663803100585938,23.595964431762695,22.939408660940135,593,0.15619110219100427,,,,Bajo
LORETO,LORETO,PARINARI,22.407033920288086,23.12617301940918,22.887293646442494,513,0.14216399038931762,,,,Bajo
AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,8.054329872131348,13.763285636901855,9.912968953450521,12,1.5776143846527335,,,,Bajo
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,15.102799415588379,19.62027931213379,18.135027066929133,127,1.002135280455438,,,,Bajo
LORETO,DATEM DEL MARAÑON,BARRANCA,15.88010025024414,23.72454261779785,21.5662646336858,331,2.136418993469991,,,,Bajo
AMAZONAS,UTCUBAMBA,CUMBA,13.046008110046387,20.609827041625977,18.287357677112926,22,2.1505084938325774,,,,Bajo
PIURA,SECHURA,CRISTO NOS VALGA,20.411230087280273,21.002973556518555,20.738107120289524,17,0.173187150154358,,,,Bajo
PIURA,SECHURA,RINCONADA LLICUAR,20.750886917114258,21.074357986450195,20.911419677734376,5,0.11735922029674482,,,,Bajo
PIURA,HUANCABAMBA,HUARMACA,10.624260902404785,20.339967727661133,15.866801868785512,88,2.775268845422082,,,,Bajo
PIURA,SECHURA,BERNAL,20.834787368774414,21.076406478881836,20.99591318766276,6,0.0854864593016928,,,,Bajo
PIURA,SECHURA,BELLAVISTA DE LA UNION,21.074357986450195,21.076406478881836,21.075382232666016,2,0.0010242462158203125,,,,Bajo
PIURA,PIURA,EL TALLAN,20.47975730895996,21.14491081237793,20.844540405273438,10,0.20659512263138893,,,,Bajo
PIURA,SECHURA,VICE,19.9604549407959,21.074357986450195,20.547129313151043,18,0.37456148876214085,,,,Bajo
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,10.21226978302002,20.632539749145508,15.78670883178711,16,3.536318852091886,,,,Bajo
PIURA,PIURA,CURA MORI,20.47975730895996,21.14491081237793,20.778956821986608,14,0.20243446538780022,,,,Bajo
PIURA,HUANCABAMBA,SONDORILLO,9.104544639587402,14.849018096923828,12.099994860197368,19,1.5072902789342386,,,,Bajo
PIURA,MORROPON,SALITRAL,18.315141677856445,20.76799774169922,19.72432564400338,37,0.6370673569627849,,,,Bajo
PIURA,HUANCABAMBA,SONDOR,8.466304779052734,14.849018096923828,12.157127743675595,21,1.5704129318981845,,,,Bajo
PIURA,PIURA,LA UNION,19.812101364135742,21.076406478881836,20.553640192205254,22,0.39657527700810785,,,,Bajo
PIURA,PIURA,LA ARENA,20.40898323059082,21.14491081237793,20.816499710083008,16,0.20703968328692293,,,,Bajo
ANCASH,HUARAZ,TARICA,0.23660634458065033,8.468517303466797,4.8000244140625,10,2.7488317051334623,,,,Moderado
LAMBAYEQUE,CHICLAYO,PIMENTEL,18.836130142211914,19.61714744567871,19.25563201904297,10,0.2813966158074515,,,,Bajo
SAN MARTIN,BELLAVISTA,SAN PABLO,19.520559310913086,22.046056747436523,21.217497452445652,23,0.5856778066915677,,,,Bajo
LORETO,UCAYALI,VARGAS GUERRA,18.12459945678711,22.718994140625,22.074233505752062,91,0.717777067477392,,,,Bajo
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,19.406782150268555,19.761953353881836,19.57996368408203,5,0.11457459518182274,,,,Bajo
ANCASH,CASMA,COMANDANTE NOEL,17.626176834106445,18.63296890258789,18.191787719726562,18,0.2592227668573705,,,,Bajo
ANCASH,CARHUAZ,PARIAHUANCA,6.607850551605225,8.468517303466797,7.906351566314697,4,0.7544296664111153,,,,Moderado
ANCASH,HUARI,HUACHIS,4.134644031524658,9.614747047424316,6.979633331298828,14,1.5407731083069314,,,,Moderado
ANCASH,HUARI,RAHUAPAMPA,6.304767608642578,9.614747047424316,7.887765248616536,3,1.355123550519237,,,,Moderado
ANCASH,CARHUAZ,ANTA,2.5126683712005615,8.315916061401367,5.190175374348958,6,2.1590805301627936,,,,Moderado
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,-0.11430123448371887,8.468517303466797,4.156614823774858,11,2.691407623049177,,,,Moderado
ANCASH,HUARI,MASIN,4.744960308074951,10.146946907043457,7.355216979980469,9,1.606264194069358,,,,Moderado
ANCASH,HUARI,PONTO,4.208090305328369,10.797860145568848,7.566305680708452,11,1.9930817363367637,,,,Moderado
HUANUCO,HUAMALIES,TANTAMAYO,4.382591724395752,8.323188781738281,6.189071231418186,18,1.196505235010406,,,,Moderado
ANCASH,CARHUAZ,ACOPAMPA,8.315916061401367,9.248734474182129,8.676570892333984,3,0.40913690584863305,,,,Bajo
HUANUCO,HUAMALIES,SINGA,4.157070159912109,7.438924312591553,5.2005157470703125,12,0.9887323342606478,,,,Moderado
ANCASH,CASMA,BUENA VISTA ALTA,12.471641540527344,18.586130142211914,16.931840079171316,28,1.6668622703854024,,,,Bajo
ANCASH,HUARI,HUACACHI,4.157070159912109,10.797860145568848,6.63490973578559,9,1.9605814874227636,,,,Moderado
ANCASH,CARHUAZ,TINCO,7.132251262664795,9.248734474182129,8.591606140136719,4,0.8578935141448,,,,Bajo
ANCASH,CARHUAZ,MARCARA,-0.11430123448371887,8.468517303466797,4.451682642886513,19,2.844274030921203,,,,Moderado
ANCASH,CARHUAZ,ATAQUERO,2.869232416152954,9.248734474182129,6.203858693440755,6,2.3604142948088636,,,,Moderado
HUANUCO,HUACAYBAMBA,PINRA,4.864198207855225,12.496838569641113,7.892110443115234,20,2.614102980803471,,,,Moderado
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,5.352203369140625,12.296662330627441,7.766531279592803,33,1.8187054794017172,,,,Moderado
ANCASH,HUAYLAS,SANTA CRUZ,0.8741376996040344,11.4778413772583,5.096764882405599,24,3.769161650028953,,,,Moderado
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,5.793972492218018,9.847441673278809,7.6826222737630205,6,1.5324898016454849,,,,Moderado
SAN MARTIN,HUALLAGA,SAPOSOA,16.071443557739258,21.82215118408203,19.247106215533087,34,1.6704466230522723,,,,Bajo
PASCO,OXAPAMPA,CHONTABAMBA,5.461986541748047,14.91784954071045,10.756917317708334,27,2.211153096541126,,,,Bajo
PASCO,OXAPAMPA,OXAPAMPA,10.42409610748291,17.433998107910156,13.023359627559268,29,1.6088051231424287,,,,Bajo
PASCO,OXAPAMPA,VILLA RICA,11.199909210205078,20.39301872253418,16.43562282986111,45,2.26267466488764,,,,Bajo
PASCO,PASCO,HUACHON,2.4008948802948,11.818406105041504,5.789835611979167,45,2.303132379104698,,,,Moderado
PASCO,PASCO,TICLACAYAN,1.967739462852478,7.8583550453186035,4.047441755022321,42,1.4060695340348348,,,,Moderado
HUANUCO,AMBO,COLPAS,3.693960189819336,7.258935451507568,4.829370180765788,12,1.111328826148693,,,,Moderado
UCAYALI,ATALAYA,RAIMONDI,15.29529094696045,22.8758544921875,21.39902072482639,576,1.980561743272083,,,,Bajo
HUANUCO,AMBO,CAYNA,3.78070068359375,9.308577537536621,5.763516108194987,12,1.6564048562122398,,,,Moderado
HUANUCO,AMBO,HUACAR,4.120661735534668,11.844573974609375,8.091845344094668,17,2.3550866135005117,,,,Bajo
HUANUCO,AMBO,CONCHAMARCA,4.493819713592529,14.601515769958496,9.581092834472656,14,3.129776485667105,,,,Bajo
HUANUCO,HUANUCO,MARGOS,4.008938312530518,7.082574844360352,5.049691094292535,18,0.7440511454508248,,,,Moderado
HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,3.78070068359375,9.510637283325195,5.491705322265625,20,1.378514764227907,,,,Moderado
HUANUCO,HUANUCO,PILLCO MARCA,4.120661735534668,14.298819541931152,8.881282459605824,11,3.5814963875622596,,,,Bajo
LORETO,DATEM DEL MARAÑON,ANDOAS,22.540176391601562,23.45200538635254,22.93156481877854,438,0.1901960318195405,,,,Bajo
LORETO,MAYNAS,ALTO NANAY,22.548187255859375,22.955175399780273,22.76847478693182,550,0.09015285297959989,,,,Bajo
LORETO,MAYNAS,MAZAN,22.55254364013672,23.077238082885742,22.86461139547414,406,0.1259848765624868,,,,Bajo
LORETO,LORETO,TROMPETEROS,22.47577667236328,23.03864288330078,22.69119325488683,486,0.13797657404842414,22.566442489624023,22.92150115966797,0.5628662109375,Bajo
LORETO,LORETO,TIGRE,22.472158432006836,23.045503616333008,22.741761916342412,771,0.1410617757940367,22.569942474365234,22.960708618164062,0.5673313140869141,Bajo
LORETO,MAYNAS,NAPO,22.443788528442383,23.048887252807617,22.72534206081081,925,0.1348855621582307,,,,Bajo
LORETO,PUTUMAYO,PUTUMAYO,22.706085205078125,23.21272850036621,22.94907709478022,455,0.1216321384068411,,,,Bajo
LORETO,MAYNAS,TORRES CAUSANA,22.559181213378906,22.751489639282227,22.64016810825893,280,0.03941283370295299,,,,Bajo
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,22.529417037963867,22.851526260375977,22.678511639030614,392,0.06804876484118583,,,,Bajo
AMAZONAS,CHACHAPOYAS,CHETO,8.72882080078125,12.440827369689941,10.99295383029514,9,1.151278147248749,,,,Bajo
AMAZONAS,LUYA,LUYA VIEJO,10.401047706604004,16.425912857055664,12.973620944552952,9,1.9743508812613662,,,,Bajo
AMAZONAS,LUYA,CONILA,8.729912757873535,16.425912857055664,12.147643145392923,17,1.8207167763331307,,,,Bajo
JUNIN,SATIPO,SATIPO,10.379852294921875,20.32600212097168,18.024419044961736,49,1.8617702515595322,,,,Bajo
HUANCAVELICA,CHURCAMPA,CHURCAMPA,2.447829484939575,12.303515434265137,6.8483750479561945,14,3.1887172555072927,,,,Moderado
HUANCAVELICA,CHURCAMPA,LOCROJA,2.447829484939575,9.673895835876465,6.022379684448242,10,2.5204591420303317,,,,Moderado
HUANCAVELICA,CHURCAMPA,ANCO,2.83508563041687,8.924311637878418,6.159878817471591,11,2.3423024749655177,,,,Moderado
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,2.83508563041687,11.383877754211426,6.50497319148137,13,3.168293329444346,,,,Moderado
LIMA,HUAROCHIRI,CARAMPOMA,-0.7392763495445251,4.629237174987793,1.3005077725365048,21,1.4258831498305389,,,,Alto
LIMA,CANTA,SANTA ROSA DE QUIVES,7.281833171844482,16.95368766784668,14.316566204202585,29,2.852200698391132,,,,Bajo
